id,series,WorldClim: Temperature - warmest month max,Precipitation - annual (Bio12)
"da5c052f-1f02-408c-affb-dbbe9ebae7d8","Eucalyptus pilularis",272.0,978.0
"16125f27-5456-491f-8752-0f10e1cdb6e8","Eucalyptus pilularis",273.0,954.0
"9f89262e-9ec1-44d2-bba9-b35ab34a1e44","Eucalyptus pilularis",274.0,950.0
"57dbccc0-dc42-4392-bed0-51215d9b72ee","Eucalyptus pilularis",267.0,1070.0
"e93ca7ad-af82-4e32-af1e-68dee97e0c10","Eucalyptus pilularis",269.0,1042.0
"579ad758-e967-480a-9040-1e732b1a84b5","Eucalyptus pilularis",264.0,1109.0
"636423fe-14e4-4bc6-9a7d-39df573bc11e","Eucalyptus pilularis",266.0,1045.0
"d0abbb75-4eca-48e4-9b41-30a0ee45a3f0","Eucalyptus pilularis",265.0,1071.0
"c6643f83-471d-4484-8e36-80f875008d28","Eucalyptus pilularis",267.0,1066.0
"7206a35a-1a18-4f8c-a0a1-477b7b3ccab6","Eucalyptus pilularis",271.0,955.0
"b97c43bc-d7d8-4f7d-9e08-bd13f58b722f","Eucalyptus pilularis",270.0,1326.0
"5273511c-b2c0-46b1-9a52-c93ddb8306ef","Eucalyptus pilularis",265.0,1070.0
"2e195245-a243-4278-b33c-2e71efe29738","Eucalyptus pilularis",265.0,1255.0
"da862ada-1db2-4abb-bdc6-75151b5f5922","Eucalyptus pilularis",268.0,1137.0
"4eefe85d-ac0f-464d-ba54-afdd1a658d82","Eucalyptus pilularis",265.0,1174.0
"8b8cde66-6064-4a98-9b37-383d5d764867","Eucalyptus pilularis",266.0,1025.0
"6b568932-872e-463a-9612-1feac49894fe","Eucalyptus pilularis",265.0,1307.0
"82922345-605c-4916-bdae-9044377dfd90","Eucalyptus pilularis",258.0,1265.0
"5b39cf07-573e-4205-8331-2935ca5dcee3","Eucalyptus pilularis",266.0,1251.0
"d11c91a6-b635-405f-8e6f-c43f0503a364","Eucalyptus pilularis",246.0,993.0
"f78195d9-f464-4a7d-94f3-f6ec0c61a8ed","Eucalyptus pilularis",258.0,1100.0
"13c75c44-8a33-4eab-acf0-b7e8b80e31b0","Eucalyptus pilularis",259.0,1107.0
"3746e772-f2ac-4035-8a26-1dde3a16a782","Eucalyptus pilularis",251.0,1162.0
"358a5f3d-9c07-4cf6-9e2f-12d92139afbc","Eucalyptus pilularis",250.0,1175.0
"3c65b46c-9b06-4cd6-97bd-178bf47f72be","Eucalyptus pilularis",252.0,1146.0
"f6aabb2b-b071-4fa5-891f-44d380ea06b1","Eucalyptus pilularis",251.0,1175.0
"b6fd1a3c-e16f-4479-a09d-6e0b25717455","Eucalyptus pilularis",253.0,1130.0
"ddd91836-a519-4540-94bb-dc42ca1b62c5","Eucalyptus pilularis",253.0,1130.0
"7c9998dd-a5cc-46b5-a320-b83acc0434a6","Eucalyptus pilularis",252.0,1147.0
"451ec1c5-d444-4e41-a36d-9e700306159f","Eucalyptus pilularis",255.0,1122.0
"1084929f-b91c-4d57-9bba-bdb6af62971e","Eucalyptus pilularis",255.0,1122.0
"3807c724-e9e3-4d0b-be07-0bdca4812641","Eucalyptus pilularis",253.0,1102.0
"8e4a3945-b6a6-4c21-9893-6b869cb22904","Eucalyptus pilularis",249.0,1192.0
"e561e544-7482-44bd-9b1f-302ab71e1003","Eucalyptus pilularis",250.0,1167.0
"76c99bd8-de2f-4c4e-84cd-9f0fd43ef0fc","Eucalyptus pilularis",251.0,1173.0
"7c366ea5-7c1c-4335-98a0-6c5bfed6b95a","Eucalyptus pilularis",251.0,1175.3334
"7050641b-e08c-49fd-9456-e1d1a4ca4adf","Eucalyptus pilularis",250.0,1174.0
